ID,BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,LOAN_REASON,JOB,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME
1322,0,10500,74000.0,89000.0,DebtCon,Mgr,6.0,0.0,0.0,138.0333333,2.0,27.0,2033.121487
1323,1,10500,41500.0,56247.0,DebtCon,Other,8.0,0.0,1.0,70.03333333,2.0,24.0,2033.121487
1324,0,10500,30922.0,57682.0,Other,Other,30.0,0.0,0.0,241.4604126,0.0,19.0,23.23703502
1325,0,10500,69656.0,88198.0,DebtCon,Office,15.0,0.0,0.0,97.31940617,0.0,8.0,27.32239655
1326,1,10500,89000.0,268000.0,HomeImp,ProfExe,99990.0,4.0,150.0,120.8,2.0,15.0,2033.121487
1327,0,10500,42003.0,53754.0,DebtCon,Other,16.0,0.0,0.0,84.55110419,0.0,12.0,32.34295932
1328,0,10500,76729.0,102287.0,HomeImp,ProfExe,5.0,0.0,0.0,89.06269877,1.0,33.0,38.44765886
1329,0,10500,74814.0,98132.0,HomeImp,ProfExe,8.0,0.0,0.0,164.33089809999996,0.0,34.0,32.3751491
1331,0,10500,47483.0,53877.0,DebtCon,Other,9.0,0.0,0.0,117.0523947,0.0,26.0,21.44628171
1332,0,10500,34044.0,55784.0,DebtCon,Other,10.0,0.0,0.0,245.1308598,1.0,32.0,36.35032943
1334,0,10500,27180.0,86978.0,HomeImp,ProfExe,22.0,0.0,0.0,230.7211544,0.0,10.0,25.75301023
1335,0,10600,47701.0,66500.0,DebtCon,Other,10.0,0.0,0.0,103.0142897,0.0,23.0,37.3100061
1336,0,10600,37742.0,64334.0,DebtCon,Mgr,99990.0,100.0,150.0,6483.284926,170.0,710.0,37.54125788
1337,0,10600,80386.0,106526.0,HomeImp,ProfExe,1.0,0.0,0.0,64.06673554,1.0,19.0,34.10469706
1338,0,10600,31216.0,44716.0,DebtCon,Other,8.0,100.0,1.0,149.1946475,6.0,29.0,37.88226039
1339,0,10600,82894.0,124359.0,HomeImp,Other,7.0,100.0,150.0,6483.284926,170.0,710.0,40.32588532
1340,0,10600,54344.0,92742.0,HomeImp,Other,19.0,0.0,0.0,171.205079,0.0,28.0,24.55320617
1341,0,10600,39061.0,50225.0,DebtCon,Other,15.0,0.0,0.0,77.11428511,0.0,12.0,32.58746565
1342,1,10600,61294.0,82646.0,DebtCon,ProfExe,5.0,0.0,4.0,87.85916929,2.0,13.0,36.39514815
1343,0,10600,46589.0,64559.0,HomeImp,Other,8.0,0.0,0.0,85.23087649,2.0,33.0,40.45139254
1344,0,10600,28264.0,86546.0,HomeImp,ProfExe,20.0,0.0,0.0,244.140509,0.0,11.0,24.20235008
1348,0,10600,81151.0,200459.0,HomeImp,Self,14.0,0.0,0.0,9.53414271,170.0,7.0,21.22321399
1349,0,10600,62909.0,81411.0,HomeImp,Other,15.0,0.0,0.0,238.3144708,1.0,35.0,34.68038165
1350,1,10600,53200.0,71000.0,DebtCon,ProfExe,2.0,0.0,0.0,224.2333333,5.0,39.0,2033.121487
1351,1,10600,22000.0,35200.0,DebtCon,Mgr,13.0,0.0,0.0,90.33333333,5.0,14.0,2033.121487
1352,0,10600,56814.0,66692.0,DebtCon,Mgr,10.0,0.0,0.0,107.37405520000002,1.0,18.0,32.62568704
1354,0,10600,50662.0,62491.0,DebtCon,Other,0.0,0.0,0.0,197.709267,1.0,13.0,26.25188835
1355,0,10600,43676.0,61576.0,DebtCon,Other,6.0,0.0,0.0,84.83912605,1.0,10.0,30.8681375
1356,0,10600,66590.0,77465.0,HomeImp,Other,1.0,1.0,0.0,110.7716232,0.0,6.0,39.73578526
1357,0,10600,46972.0,80147.0,HomeImp,Office,12.0,3.0,0.0,244.2335301,2.0,29.0,32.656531300000005
1358,0,10600,63245.0,82041.0,DebtCon,Office,3.0,1.0,3.0,184.5725782,3.0,29.0,38.21903431
1359,0,10600,73844.0,107640.0,HomeImp,ProfExe,3.0,0.0,0.0,92.97949051,0.0,34.0,37.31928931
1360,0,10600,120137.0,137090.0,DebtCon,ProfExe,17.0,100.0,1.0,173.6904615,0.0,33.0,30.95890574
1361,0,10600,80397.0,203341.0,HomeImp,Self,14.0,0.0,0.0,11.96373328,170.0,7.0,18.73208974
1362,0,10600,83217.0,101359.0,DebtCon,Mgr,1.0,0.0,0.0,54.74662201,2.0,24.0,40.76038718
1364,0,10600,64546.0,84576.0,DebtCon,Other,0.0,100.0,150.0,173.6252843,170.0,35.0,28.97180377
1365,0,10600,48018.0,68963.0,DebtCon,Mgr,2.0,0.0,0.0,186.7575926,1.0,16.0,30.65574434
1366,0,10600,56352.0,75277.0,DebtCon,Office,5.0,0.0,0.0,98.37727819,2.0,15.0,26.24239431
1369,0,10700,85198.0,107044.0,HomeImp,ProfExe,0.0,0.0,0.0,66.75832547,0.0,19.0,36.84646682
1370,0,10700,56197.0,79272.0,HomeImp,Other,18.0,0.0,0.0,218.9816622,1.0,16.0,34.01535961
1371,0,10700,126751.0,184554.0,DebtCon,Other,8.0,0.0,0.0,225.8703522,0.0,19.0,34.13705457
1372,0,10700,48322.0,64383.0,DebtCon,Other,0.0,1.0,0.0,185.2567347,2.0,12.0,28.03080155
1373,0,10700,83650.0,203720.0,HomeImp,Self,11.0,0.0,0.0,13.58869396,170.0,8.0,19.58771055
1375,0,10700,55341.0,78062.0,HomeImp,Other,3.0,0.0,1.0,192.5968546,0.0,12.0,28.82864931
1377,0,10700,73996.0,92766.0,DebtCon,Office,15.0,0.0,1.0,102.1474286,0.0,9.0,25.3840627
1378,0,10700,59588.0,69166.0,HomeImp,Other,6.0,0.0,0.0,133.90650520000003,0.0,17.0,36.18085758
1379,0,10700,49573.0,68125.0,DebtCon,Other,2.0,0.0,0.0,223.2,0.0,10.0,2033.121487
1380,1,10700,122000.0,148000.0,DebtCon,ProfExe,0.7,0.0,0.0,165.33333330000005,7.0,29.0,2033.121487
1381,1,10700,34000.0,49756.0,HomeImp,Other,0.9,1.0,0.0,230.3,8.0,8.0,2033.121487
1382,0,10700,67523.0,85560.0,DebtCon,Sales,5.0,0.0,0.0,126.84293490000002,0.0,35.0,26.00166533
1383,1,10700,41144.0,59375.0,DebtCon,Other,2.0,0.0,0.0,73.6,1.0,18.0,2033.121487
1384,0,10700,50210.0,64838.0,HomeImp,Other,9.0,0.0,0.0,95.03916828,2.0,34.0,40.39623344
1385,0,10700,54091.0,67661.0,HomeImp,Other,27.0,0.0,2.0,188.5339891,0.0,24.0,38.58937235
1386,0,10700,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.0210849,1.0,55.0,34.69816239
1387,0,10700,115118.0,124198.0,DebtCon,Self,6.0,1.0,0.0,174.3418233,0.0,19.0,31.75799058
1389,0,10700,51224.0,70399.0,DebtCon,Mgr,5.0,100.0,150.0,110.67744170000002,170.0,23.0,42.93929441
1390,0,10700,67065.0,96171.0,DebtCon,Office,9.0,0.0,0.0,205.0076003,3.0,28.0,41.58720119
1391,0,10700,29569.0,47842.0,DebtCon,Other,12.0,100.0,1.0,144.81717460000004,7.0,28.0,36.78458201
1392,0,10800,199000.0,226000.0,HomeImp,ProfExe,11.0,0.0,0.0,236.3666667,0.0,22.0,2033.121487
1393,1,10800,64305.0,107374.0,DebtCon,ProfExe,9.0,0.0,0.0,97.86132576,0.0,36.0,36.99638566
1394,0,10800,98568.0,121994.0,Other,Office,15.0,0.0,0.0,270.2651653,0.0,16.0,33.65829222
1395,0,10800,32870.0,61572.0,DebtCon,Mgr,99990.0,100.0,150.0,6483.284926,170.0,710.0,38.49024696
1397,0,10800,11950.0,46780.0,HomeImp,Office,24.0,0.0,0.0,268.9,0.0,20.0,2033.121487
1399,0,10800,49254.0,80527.0,HomeImp,Other,2.0,0.0,2.0,202.5374304,0.0,13.0,29.55158314
1401,0,10800,125732.0,184667.0,DebtCon,Other,7.0,0.0,0.0,212.2234688,0.0,19.0,33.92078997
1402,0,10800,31149.0,67239.0,DebtCon,Mgr,99990.0,100.0,150.0,6483.284926,170.0,710.0,35.26543738
1403,0,10800,80203.0,98731.0,DebtCon,Other,4.0,0.0,0.0,113.4251457,2.0,31.0,41.47407381
1404,0,10800,64181.0,70996.0,DebtCon,Other,4.0,0.0,0.0,171.7595791,2.0,17.0,33.22779359
1406,0,10800,3995500.0,8559090.0,Other,Other,99990.0,100.0,150.0,6483.284926,170.0,710.0,2033.121487
1407,1,10800,75000.0,87400.0,HomeImp,Other,7.0,1.0,0.0,101.4666667,2.0,19.0,2033.121487
1408,1,10800,52600.0,66700.0,DebtCon,ProfExe,2.0,0.0,0.0,110.5666667,5.0,26.0,2033.121487
1409,0,10800,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.6650708,0.0,23.0,30.09500969
1410,0,10800,67740.0,108135.0,DebtCon,Office,11.0,0.0,0.0,163.2738318,1.0,12.0,38.38349838
1411,1,10800,194485.0,228670.0,HomeImp,ProfExe,1.0,0.0,0.0,75.45815036,170.0,4.0,28.37013088
1412,0,10800,56477.0,94980.0,HomeImp,Other,17.0,0.0,0.0,179.9173626,0.0,28.0,25.21073966
1413,0,10800,78898.0,86567.0,DebtCon,ProfExe,9.0,0.0,0.0,179.8308288,0.0,12.0,40.29195198
1414,0,10800,59469.0,69834.0,DebtCon,Other,3.0,0.0,0.0,308.7591757,0.0,9.0,34.09578509
1416,1,10800,24182.0,39750.0,DebtCon,ProfExe,2.0,0.0,0.0,176.83333330000005,0.0,36.0,2033.121487
1418,0,10800,83441.0,92148.0,DebtCon,Mgr,5.0,0.0,0.0,119.145844,1.0,26.0,40.97863532
1419,0,10800,49953.0,75322.0,DebtCon,Other,0.0,0.0,0.0,58.89273133,8.0,21.0,23.87594619
1420,0,10800,67171.0,82138.0,HomeImp,Other,2.0,0.0,0.0,89.12452631,0.0,6.0,38.8031464
1421,0,10800,13365.0,66979.0,HomeImp,Other,9.0,2.0,1.0,346.9796514,1.0,22.0,16.48162968
1422,0,10800,89139.0,122571.0,HomeImp,Other,8.0,100.0,150.0,6483.284926,170.0,710.0,40.78052715
1423,0,10800,42191.0,57224.0,DebtCon,Other,15.0,0.0,0.0,68.81082617,0.0,11.0,30.51822975
1425,1,10900,86754.0,110000.0,DebtCon,ProfExe,13.0,0.0,2.0,103.4333333,0.0,19.0,2033.121487
1426,0,10900,57494.0,66704.0,DebtCon,Mgr,6.0,100.0,150.0,115.3127491,170.0,24.0,39.51098574
1428,0,10900,49406.0,83074.0,HomeImp,Other,1.0,0.0,1.0,191.8151231,0.0,13.0,30.12455569
1430,1,10900,3995500.0,16365.0,HomeImp,Other,99990.0,0.0,0.0,59.54870268,1.0,2.0,24.19590363
1431,0,10900,3995500.0,66691.0,HomeImp,Other,99990.0,0.0,0.0,349.7523621,0.0,7.0,34.34334852
1432,0,10900,17282.0,70783.0,DebtCon,ProfExe,19.0,0.0,1.0,404.9043933,0.0,11.0,23.61012437
1433,0,10900,56793.0,68825.0,DebtCon,Other,3.0,0.0,0.0,225.8890415,0.0,9.0,34.72787519
1434,0,10900,25061.0,35792.0,DebtCon,Other,3.0,100.0,150.0,6483.284926,170.0,710.0,37.10471224
1435,0,10900,51990.0,76918.0,HomeImp,Other,0.0,0.0,1.0,180.8181023,0.0,12.0,29.55540653
1436,0,10900,59029.0,76120.0,DebtCon,Other,2.0,0.0,0.0,231.7341444,0.0,10.0,36.02568383
1437,0,10900,116030.0,125179.0,DebtCon,Self,6.0,0.0,0.0,177.0858449,0.0,19.0,33.84909254
1438,0,10900,45028.0,61014.0,DebtCon,Other,10.0,0.0,0.0,72.49466093,0.0,23.0,35.66764597
1440,0,11000,14046.0,34777.0,DebtCon,Other,5.0,0.0,0.0,256.63415200000003,0.0,11.0,22.44794332
1441,0,11000,88252.0,112567.0,DebtCon,Other,11.0,0.0,0.0,224.71557650000003,2.0,15.0,39.52685236
1443,1,11000,60513.0,110485.0,DebtCon,Mgr,3.0,1.0,1.0,126.7719289,1.0,17.0,40.03139332
1444,0,11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.4118267,0.0,12.0,39.21677518
1445,0,11000,21738.0,86586.0,HomeImp,ProfExe,20.0,0.0,0.0,241.0607911,0.0,10.0,25.21859995
1447,0,11000,89275.0,108653.0,DebtCon,Other,15.0,0.0,0.0,206.9034809,2.0,15.0,37.74304708
1448,0,11000,57554.0,68222.0,DebtCon,ProfExe,14.0,0.0,0.0,215.43179390000003,3.0,32.0,36.5693479
1449,0,11000,21780.0,85505.0,HomeImp,ProfExe,19.0,0.0,0.0,240.682581,0.0,10.0,24.40433511
1450,0,11000,63314.0,69285.0,DebtCon,ProfExe,15.0,0.0,0.0,244.0177745,3.0,32.0,36.54257022
1452,0,11000,50716.0,61492.0,DebtCon,Other,3.0,0.0,1.0,90.23032976,0.0,20.0,38.25586202
1454,0,11000,56795.0,70014.0,DebtCon,Other,3.0,0.0,1.0,319.7957713,0.0,10.0,33.59617086
1455,1,11000,45000.0,63775.0,DebtCon,Other,14.0,0.0,0.0,173.16666669999995,0.0,18.0,2033.121487
1456,1,11000,49000.0,66922.0,DebtCon,Other,11.0,0.0,2.0,91.0,3.0,32.0,2033.121487
1459,0,11000,74596.0,98000.0,HomeImp,ProfExe,6.0,0.0,0.0,108.53333329999998,1.0,27.0,2033.121487
1460,0,11000,85149.0,106820.0,HomeImp,Mgr,10.0,0.0,0.0,240.4333333,0.0,25.0,2033.121487
1461,0,11000,102000.0,120000.0,DebtCon,Other,3.0,0.0,0.0,125.8,1.0,26.0,2033.121487
1462,0,11000,63847.0,86500.0,HomeImp,Office,26.0,0.0,0.0,170.43333330000004,2.0,14.0,2033.121487
1463,1,11000,54100.0,70438.0,DebtCon,Self,2.0,3.0,1.0,115.6,1.0,25.0,2033.121487
1465,1,11000,63975.0,235000.0,HomeImp,ProfExe,4.0,5.0,0.0,123.76666670000002,1.0,17.0,2033.121487
1466,1,11000,53700.0,68000.0,DebtCon,Mgr,6.0,0.0,0.0,101.5,0.0,13.0,2033.121487
1467,1,11000,62227.0,81250.0,DebtCon,Office,9.0,0.0,5.0,123.76666670000002,3.0,34.0,2033.121487
1468,1,11000,41000.0,63450.0,HomeImp,Other,2.9,100.0,150.0,6483.284926,170.0,710.0,2033.121487
1469,1,11000,122751.0,140000.0,DebtCon,Other,5.0,0.0,0.0,116.7,2.0,30.0,2033.121487
1470,1,11000,85474.0,118125.0,HomeImp,Office,2.5,2.0,0.0,132.9333333,1.0,9.0,2033.121487
1471,0,11000,131949.0,165096.0,HomeImp,ProfExe,5.0,0.0,0.0,440.4212537,0.0,42.0,26.90476645
1472,0,11000,116361.0,143318.0,DebtCon,ProfExe,15.0,100.0,1.0,181.0707933,1.0,32.0,30.03284549
1473,0,11000,54641.0,65705.0,DebtCon,Other,5.0,0.0,0.0,323.1929276,0.0,10.0,33.29962839
1475,0,11000,60123.0,74887.0,HomeImp,Other,3.0,0.0,1.0,242.2497612,2.0,16.0,37.68016976
1477,0,11000,83639.0,98081.0,DebtCon,Other,10.0,0.0,0.0,155.37122030000003,4.0,22.0,42.53968571
1478,0,11000,50178.0,64427.0,DebtCon,Other,5.0,0.0,0.0,67.63628905,1.0,11.0,28.68992836
1479,0,11000,77723.0,107245.0,HomeImp,ProfExe,5.0,0.0,0.0,115.5585296,0.0,26.0,26.91192966
1480,0,11000,46093.0,60563.0,DebtCon,Mgr,4.0,0.0,0.0,190.4821643,1.0,21.0,29.57814813
1481,1,11000,85008.0,73223.0,HomeImp,Mgr,7.0,0.0,2.0,197.1200454,0.0,23.0,41.44105202
1482,0,11000,106762.0,123138.0,DebtCon,Other,2.0,0.0,0.0,131.0119157,0.0,25.0,32.80374334
1483,0,11000,92521.0,110704.0,DebtCon,Other,13.0,0.0,0.0,208.8984853,2.0,16.0,39.25043329
1484,1,11000,49000.0,68000.0,HomeImp,Other,2.0,2.0,3.0,9.1,3.0,15.0,2033.121487
1485,0,11000,3995500.0,56851.0,HomeImp,Other,10.0,0.0,0.0,308.4356492,2.0,13.0,31.07561658
1486,0,11000,48893.0,113223.0,DebtCon,ProfExe,7.0,0.0,1.0,237.0980813,0.0,9.0,22.00337641
1488,0,11100,59232.0,71157.0,DebtCon,Mgr,5.0,100.0,150.0,108.2171605,170.0,24.0,40.09183182
1489,0,11100,3995500.0,50262.0,HomeImp,Mgr,5.0,100.0,150.0,175.7568875,170.0,8.0,22.95686376
1490,1,11100,52028.0,77316.0,HomeImp,Other,99990.0,0.0,2.0,194.48489730000003,1.0,12.0,30.79767437
1492,0,11100,72402.0,86584.0,DebtCon,Mgr,8.0,0.0,0.0,102.9720787,0.0,22.0,29.6557132
1493,0,11100,17430.0,68499.0,DebtCon,ProfExe,20.0,0.0,2.0,403.9654009,1.0,12.0,21.75864261
1494,1,11100,3995500.0,26400.0,HomeImp,Other,8.0,0.0,0.0,6483.284926,2.0,0.0,2033.121487
1495,0,11100,82849.0,113913.0,HomeImp,ProfExe,10.0,0.0,1.0,167.3610299,0.0,27.0,35.76333348
1496,0,11100,27861.0,47737.0,HomeImp,Other,8.0,0.0,0.0,89.49211666,0.0,4.0,34.05094936
1497,0,11100,82329.0,100139.0,HomeImp,ProfExe,5.0,0.0,0.0,108.5325636,0.0,26.0,26.0992587
1498,0,11100,80922.0,95105.0,DebtCon,Other,3.0,0.0,0.0,90.88129226,2.0,31.0,38.12081058
1499,0,11100,3995500.0,67005.0,HomeImp,Other,99990.0,0.0,0.0,364.3759758,0.0,7.0,36.67473432
1500,1,11100,68784.0,85464.0,Other,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,36.04425176
1504,0,11100,53232.0,86703.0,HomeImp,Other,16.0,0.0,0.0,183.2062075,0.0,29.0,26.87488997
1505,1,11100,52900.0,91741.0,HomeImp,Other,99990.0,1.0,1.0,93.1103527,170.0,8.0,40.76145307
1506,0,11100,75392.0,89976.0,DebtCon,ProfExe,9.0,0.0,0.0,163.7035554,1.0,12.0,39.27188478
1507,0,11100,31999.0,61406.0,Other,Other,31.0,0.0,0.0,239.0505566,0.0,19.0,20.96127294
1508,0,11100,3995500.0,8559090.0,Other,Other,99990.0,100.0,150.0,6483.284926,170.0,710.0,26.23245922
1509,0,11100,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.7657749,0.0,16.0,35.50677407
1510,0,11100,56999.0,67427.0,HomeImp,Other,8.0,0.0,0.0,139.513915,0.0,16.0,35.89243610000001
1512,0,11100,35782.0,45550.0,HomeImp,Other,8.0,0.0,0.0,109.28434579999998,0.0,3.0,36.15980592
1513,0,11100,148235.0,182053.0,HomeImp,Office,4.0,0.0,0.0,198.8097171,0.0,55.0,33.53872615
1515,0,11100,43167.0,60209.0,DebtCon,Other,3.0,0.0,1.0,80.36819698,0.0,20.0,37.49079883
1516,0,11100,50350.0,58837.0,DebtCon,Other,6.0,0.0,0.0,80.84321682,0.0,10.0,28.79316627
1517,0,11200,32562.0,47220.0,DebtCon,Other,8.0,100.0,1.0,151.2858674,7.0,29.0,38.01913505
1521,0,11200,44966.0,55114.0,DebtCon,Office,1.0,0.0,0.0,173.96189740000003,1.0,21.0,37.4566221
1522,0,11200,23181.0,80140.0,HomeImp,ProfExe,21.0,0.0,0.0,221.4180934,0.0,10.0,25.46264153
1523,0,11200,68890.0,84059.0,DebtCon,Office,12.0,0.0,0.0,254.0196894,3.0,36.0,41.4339438
1524,0,11200,17411.0,86102.0,DebtCon,Other,10.0,0.0,0.0,267.97010950000004,0.0,13.0,22.08919992
1525,1,11200,114000.0,139200.0,DebtCon,Mgr,5.0,0.0,0.0,213.5666667,1.0,36.0,2033.121487
1526,0,11200,56842.0,66710.0,HomeImp,Other,6.0,0.0,0.0,144.7952204,0.0,17.0,33.8858765
1527,1,11200,56877.0,65125.0,HomeImp,Other,6.0,2.0,0.0,12.17692857,0.0,1.0,33.24121888
1528,0,11200,62752.0,73003.0,DebtCon,ProfExe,13.0,0.0,0.0,226.5659049,3.0,31.0,38.33979805
1530,0,11200,153103.0,181849.0,HomeImp,Office,6.0,0.0,0.0,186.249507,0.0,55.0,33.99556536
1531,1,11200,68990.0,81922.0,DebtCon,Mgr,12.0,0.0,1.0,120.8858112,2.0,23.0,43.15987533
1532,0,11200,3995500.0,48150.0,HomeImp,Mgr,3.0,100.0,150.0,165.76801719999997,170.0,9.0,22.30223437
1533,0,11200,19496.0,73140.0,DebtCon,ProfExe,20.0,0.0,1.0,399.2426919,1.0,12.0,23.37450457
1535,0,11300,124205.0,196124.0,HomeImp,Office,0.0,0.0,1.0,332.7233895,0.0,15.0,40.12016832
1536,0,11300,64437.0,79857.0,DebtCon,Office,5.0,0.0,0.0,88.78915597,2.0,14.0,27.89926789
1537,0,11300,61810.0,79817.0,DebtCon,Office,6.0,0.0,0.0,98.2241442,1.0,14.0,25.52507894
1538,0,11300,3995500.0,66345.0,HomeImp,Other,99990.0,0.0,0.0,357.1438193,0.0,6.0,34.60197381
1540,0,11300,56651.0,71353.0,HomeImp,Other,29.0,1.0,2.0,176.9129878,1.0,24.0,38.54444186
1541,0,11300,46120.0,52911.0,HomeImp,Mgr,19.0,0.0,0.0,229.4415778,1.0,17.0,36.33481436
1542,0,11300,77926.0,89216.0,DebtCon,Mgr,6.0,0.0,0.0,146.8101541,2.0,26.0,39.46696422
1543,0,11300,129489.0,195105.0,HomeImp,Office,0.0,0.0,1.0,356.3134858,0.0,16.0,41.63401796
1544,0,11300,54984.0,63958.0,DebtCon,Mgr,4.0,0.0,0.0,190.92093,1.0,16.0,28.08685484
1545,0,11300,40752.0,53683.0,HomeImp,Other,22.0,0.0,1.0,129.75806210000002,0.0,23.0,38.42588111
1546,0,11300,3995500.0,28600.0,HomeImp,Office,20.0,0.0,0.0,190.0312176,0.0,15.0,39.00867302
1547,1,11300,29000.0,59900.0,HomeImp,Mgr,3.0,1.0,0.0,91.63333333,4.0,11.0,2033.121487
1549,0,11300,66814.0,82021.0,DebtCon,Office,4.0,2.0,3.0,173.7118385,3.0,29.0,38.55692945
1550,0,11300,16115.0,69113.0,DebtCon,ProfExe,22.0,0.0,2.0,403.5149997,0.0,12.0,22.16824452
1551,0,11300,77846.0,101984.0,HomeImp,ProfExe,5.0,0.0,0.0,112.3848455,1.0,27.0,28.29873364
1552,0,11300,114392.0,214523.0,HomeImp,ProfExe,2.0,0.0,0.0,132.09765990000002,1.0,15.0,26.25183034
1553,1,11300,62568.0,79009.0,HomeImp,Office,4.0,0.0,3.0,295.33466969999995,0.0,19.0,28.60025223
1555,0,11300,78902.0,100332.0,DebtCon,ProfExe,4.0,0.0,0.0,116.99879950000002,0.0,26.0,34.68307147
1556,0,11300,3995500.0,73121.0,Other,Other,99990.0,100.0,150.0,6483.284926,170.0,710.0,22.57724619
1557,0,11300,74783.0,100909.0,HomeImp,ProfExe,5.0,0.0,0.0,85.66483372,0.0,34.0,35.94785471
1560,0,11400,75705.0,90727.0,DebtCon,Mgr,5.0,0.0,0.0,143.1010326,2.0,27.0,42.16992673
1561,0,11400,66491.0,89553.0,DebtCon,Other,4.0,0.0,0.0,212.7832827,0.0,16.0,31.12013265
1562,0,11400,55965.0,78051.0,DebtCon,Office,6.0,0.0,0.0,96.29202022,2.0,14.0,27.17323223
1564,0,11400,125486.0,195284.0,HomeImp,Office,0.0,0.0,0.0,354.2902872,0.0,15.0,38.14306879
1566,0,11400,56789.0,74016.0,HomeImp,Other,7.0,0.0,0.0,127.6254746,0.0,16.0,33.02714356
1567,0,11400,51203.0,60716.0,DebtCon,Other,2.0,0.0,0.0,99.10408262,0.0,20.0,38.23531293
1568,0,11400,3995500.0,44849.0,HomeImp,Mgr,6.0,100.0,150.0,163.2745947,170.0,9.0,23.48111664
1569,0,11400,3995500.0,27439.0,HomeImp,Other,27.0,0.0,0.0,208.1771125,0.0,5.0,23.83011058
1570,0,11400,28043.0,87684.0,HomeImp,ProfExe,20.0,1.0,1.0,229.1779592,0.0,10.0,25.48999451
1571,0,11400,84380.0,202186.0,HomeImp,Self,13.0,0.0,0.0,34.91437168,170.0,7.0,18.84034872
1572,0,11400,112930.0,144830.0,DebtCon,ProfExe,2.0,0.0,0.0,271.23803730000003,1.0,46.0,33.25107931
1573,0,11400,84278.0,200480.0,HomeImp,Self,14.0,0.0,0.0,4.412770061,170.0,8.0,19.11248507
1574,0,11400,64934.0,74875.0,DebtCon,Other,3.0,0.0,0.0,192.3144827,2.0,16.0,34.34375572
1576,0,11400,52068.0,80643.0,HomeImp,Other,2.0,0.0,2.0,199.0877211,0.0,13.0,29.46213408
1577,0,11500,56720.0,82738.0,HomeImp,Other,17.0,0.0,0.0,200.4169543,0.0,16.0,34.01983769
1578,0,11500,104790.0,122169.0,Other,Office,16.0,1.0,0.0,266.12105660000003,0.0,16.0,34.08217846
1579,0,11500,53651.0,87547.0,HomeImp,Other,18.0,0.0,0.0,191.3968875,0.0,16.0,34.36865089
1580,0,11500,116430.0,215014.0,HomeImp,ProfExe,3.0,0.0,0.0,132.0936343,0.0,14.0,26.86456847
1581,0,11500,43945.0,63337.0,DebtCon,Mgr,2.0,0.0,1.0,193.7424854,0.0,21.0,27.62349396
1582,0,11500,53151.0,71645.0,HomeImp,Other,7.0,0.0,0.0,135.800476,0.0,16.0,35.85161441
1583,0,11500,70409.0,89099.0,DebtCon,ProfExe,9.0,0.0,0.0,169.401652,0.0,11.0,40.17443006
1584,0,11500,61264.0,75647.0,DebtCon,Office,11.0,0.0,0.0,262.8901879,3.0,36.0,39.5478827
1586,0,11500,77143.0,86862.0,DebtCon,ProfExe,8.0,0.0,1.0,164.59640290000004,1.0,12.0,39.44969272
1587,1,11500,21096.0,38952.0,DebtCon,Office,13.0,0.0,0.0,129.7,0.0,5.0,2033.121487
1588,1,11500,47597.57,75937.5,DebtCon,Other,13.5,0.0,0.0,89.4,0.0,7.0,2033.121487
1589,1,11500,67000.0,83000.0,DebtCon,ProfExe,4.0,100.0,150.0,6483.284926,170.0,710.0,2033.121487
1590,1,11500,62000.0,83000.0,DebtCon,Other,0.0,5.0,1.0,177.56666669999996,2.0,34.0,2033.121487
1591,0,11500,64371.0,73636.0,DebtCon,ProfExe,2.0,0.0,0.0,162.1162539,1.0,35.0,39.79119896
1593,0,11500,29281.0,37717.0,HomeImp,Mgr,15.0,0.0,0.0,61.91544466,0.0,9.0,30.70242855
1594,0,11500,104610.0,118861.0,DebtCon,Other,18.0,0.0,1.0,203.7002024,1.0,16.0,37.59695145
1595,0,11500,3995500.0,64037.0,HomeImp,Other,99990.0,0.0,0.0,354.1745808,0.0,7.0,34.35573924
1596,0,11500,59781.0,69864.0,DebtCon,Other,4.0,0.0,1.0,312.547396,0.0,9.0,31.18180135
1597,0,11500,22758.0,36922.0,DebtCon,Office,7.0,0.0,1.0,103.0481171,0.0,16.0,19.0201683
1598,0,11600,82326.0,94599.0,DebtCon,Other,0.0,4.0,0.0,6483.284926,0.0,3.0,29.89362148
1600,0,11600,92613.0,108515.0,DebtCon,Other,11.0,0.0,0.0,206.8225881,3.0,16.0,39.11103947
1601,1,11600,44623.0,8559090.0,HomeImp,ProfExe,13.0,6.0,2.0,178.0932217,0.0,29.0,21.33465191
1603,0,11600,50433.0,107092.0,DebtCon,ProfExe,5.0,0.0,1.0,225.1816913,0.0,9.0,24.95259473
1604,0,11600,89205.0,128462.0,DebtCon,Office,10.0,0.0,0.0,128.12359750000002,0.0,21.0,37.52332471
1608,1,11600,45917.0,60000.0,DebtCon,Other,10.0,0.0,1.0,304.3666667,3.0,27.0,2033.121487
1609,0,11600,96882.0,118914.0,DebtCon,ProfExe,13.0,0.0,0.0,176.2219109,2.0,17.0,34.7577402
