ID,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1468,11000,41000,63450,HomeImp,Other,2.9,,,,,,
1469,11000,122751,140000,DebtCon,Other,5,0,0,116.7,2,30,
1470,11000,85474,118125,HomeImp,Office,2.5,2,0,132.9333333,1,9,
1471,11000,131949,165096,HomeImp,ProfExe,5,0,0,440.4212537,0,42,26.90476645
1472,11000,116361,143318,DebtCon,ProfExe,15,,1,181.0707933,1,32,30.03284549
1473,11000,54641,65705,DebtCon,Other,5,0,0,323.1929276,0,10,33.29962839
1474,11000,85758,108661,HomeImp,Mgr,11,0,0,255.2874154,0,24,29.43486714
1475,11000,60123,74887,HomeImp,Other,3,0,1,242.2497612,2,16,37.68016976
1476,11000,43614,60831,DebtCon,Other,3,0,2,84.44474615,0,20,36.67364815
1477,11000,83639,98081,DebtCon,Other,10,0,0,155.3712203,4,22,42.53968571
1478,11000,50178,64427,DebtCon,Other,5,0,0,67.63628905,1,11,28.68992836
1479,11000,77723,107245,HomeImp,ProfExe,5,0,0,115.5585296,0,26,26.91192966
1480,11000,46093,60563,DebtCon,Mgr,4,0,0,190.4821643,1,21,29.57814813
1481,11000,85008,73223,HomeImp,Mgr,7,0,2,197.1200454,0,23,41.44105202
1482,11000,106762,123138,DebtCon,,2,0,0,131.0119157,0,25,32.80374334
1483,11000,92521,110704,DebtCon,Other,13,0,0,208.8984853,2,16,39.25043329
1484,11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,
1485,11000,,56851,HomeImp,Other,10,0,0,308.4356492,2,13,31.07561658
1486,11000,48893,113223,DebtCon,ProfExe,7,0,1,237.0980813,0,9,22.00337641
1487,11100,47689,52910,HomeImp,Mgr,21,1,1,224.4807501,1,18,34.94707658
1488,11100,59232,71157,DebtCon,Mgr,5,,,108.2171605,,24,40.09183182
1489,11100,,50262,HomeImp,Mgr,5,,,175.7568875,,8,22.95686376
1490,11100,52028,77316,HomeImp,Other,,0,2,194.4848973,1,12,30.79767437
1491,11100,79226,88112,DebtCon,ProfExe,10,0,1,179.6482736,1,12,40.67090473
1492,11100,72402,86584,DebtCon,Mgr,8,0,0,102.9720787,0,22,29.6557132
1493,11100,17430,68499,DebtCon,ProfExe,20,0,2,403.9654009,1,12,21.75864261
1494,11100,,26400,HomeImp,Other,8,0,0,,2,0,
1495,11100,82849,113913,HomeImp,ProfExe,10,0,1,167.3610299,0,27,35.76333348
1496,11100,27861,47737,HomeImp,Other,8,0,0,89.49211666,0,4,34.05094936
1497,11100,82329,100139,HomeImp,ProfExe,5,0,0,108.5325636,0,26,26.0992587
1498,11100,80922,95105,DebtCon,Other,3,0,0,90.88129226,2,31,38.12081058
1499,11100,,67005,HomeImp,Other,,0,0,364.3759758,0,7,36.67473432
1500,11100,68784,85464,,ProfExe,2,0,0,117.9983043,0,14,36.04425176
1501,11100,52029,71376,HomeImp,Other,4,0,1,250.2521648,2,16,38.48364845
1502,11100,61856,77275,HomeImp,Other,4,0,1,243.7137741,1,16,36.56411956
1503,11100,105226,122901,DebtCon,,3,0,0,113.6887804,1,26,33.89664298
1504,11100,53232,86703,HomeImp,Other,16,0,0,183.2062075,0,29,26.87488997
1505,11100,52900,91741,HomeImp,Other,,1,1,93.1103527,,8,40.76145307
1506,11100,75392,89976,DebtCon,ProfExe,9,0,0,163.7035554,1,12,39.27188478
1507,11100,31999,61406,,Other,31,0,0,239.0505566,0,19,20.96127294
1508,11100,,,,,,,,,,,26.23245922
1509,11100,54496,71895,HomeImp,Other,6,0,0,125.7657749,0,16,35.50677407
1510,11100,56999,67427,HomeImp,Other,8,0,0,139.513915,0,16,35.8924361
1511,11100,67366,102936,DebtCon,Other,9,0,0,213.2814957,0,20,19.07865117
1512,11100,35782,45550,HomeImp,Other,8,0,0,109.2843458,0,3,36.15980592
1513,11100,148235,182053,HomeImp,Office,4,0,0,198.8097171,0,55,33.53872615
1514,11100,48031,107561,DebtCon,ProfExe,5,0,1,226.7811051,0,9,24.19032663
1515,11100,43167,60209,DebtCon,Other,3,0,1,80.36819698,0,20,37.49079883
1516,11100,50350,58837,DebtCon,Other,6,0,0,80.84321682,0,10,28.79316627
1517,11200,32562,47220,DebtCon,Other,8,,1,151.2858674,7,29,38.01913505
1518,11200,66868,107794,DebtCon,Office,10,0,0,152.9298285,1,12,39.64082898
1519,11200,93649,113833,DebtCon,Other,13,0,0,205.1172457,3,16,39.12613026
1520,11200,29348,87351,HomeImp,ProfExe,20,0,0,224.3948946,0,11,26.1296273
1521,11200,44966,55114,DebtCon,Office,1,0,0,173.9618974,1,21,37.4566221
1522,11200,23181,80140,HomeImp,ProfExe,21,0,0,221.4180934,0,10,25.46264153
1523,11200,68890,84059,DebtCon,Office,12,0,0,254.0196894,3,36,41.4339438
1524,11200,17411,86102,DebtCon,Other,10,0,0,267.9701095,0,13,22.08919992
1525,11200,114000,139200,DebtCon,Mgr,5,0,0,213.5666667,1,36,
1526,11200,56842,66710,HomeImp,Other,6,0,0,144.7952204,0,17,33.8858765
1527,11200,56877,65125,HomeImp,Other,6,2,0,12.17692857,0,1,33.24121888
1528,11200,62752,73003,DebtCon,ProfExe,13,0,0,226.5659049,3,31,38.33979805
1529,11200,65508,103523,DebtCon,Office,12,0,0,154.4273677,0,12,37.5754361
1530,11200,153103,181849,HomeImp,Office,6,0,0,186.249507,0,55,33.99556536
1531,11200,68990,81922,DebtCon,Mgr,12,0,1,120.8858112,2,23,43.15987533
1532,11200,,48150,HomeImp,Mgr,3,,,165.7680172,,9,22.30223437
1533,11200,19496,73140,DebtCon,ProfExe,20,0,1,399.2426919,1,12,23.37450457
1534,11300,57377,75038,DebtCon,Office,4,0,0,91.21996117,1,15,25.14027972
1535,11300,124205,196124,HomeImp,Office,0,0,1,332.7233895,0,15,40.12016832
1536,11300,64437,79857,DebtCon,Office,5,0,0,88.78915597,2,14,27.89926789
1537,11300,61810,79817,DebtCon,Office,6,0,0,98.2241442,1,14,25.52507894
1538,11300,,66345,HomeImp,Other,,0,0,357.1438193,0,6,34.60197381
1539,11300,62168,80681,DebtCon,Sales,6,0,0,117.3762292,0,34,27.69452127
1540,11300,56651,71353,HomeImp,Other,29,1,2,176.9129878,1,24,38.54444186
1541,11300,46120,52911,HomeImp,Mgr,19,0,0,229.4415778,1,17,36.33481436
1542,11300,77926,89216,DebtCon,Mgr,6,0,0,146.8101541,2,26,39.46696422
1543,11300,129489,195105,HomeImp,Office,0,0,1,356.3134858,0,16,41.63401796
1544,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484
1545,11300,40752,53683,HomeImp,Other,22,0,1,129.7580621,0,23,38.42588111
1546,11300,,28600,HomeImp,Office,20,0,0,190.0312176,0,15,39.00867302
1547,11300,29000,59900,HomeImp,Mgr,3,1,0,91.63333333,4,11,
1548,11300,56602,71500,DebtCon,Office,11,2,1,52.8,12,20,
1549,11300,66814,82021,DebtCon,Office,4,2,3,173.7118385,3,29,38.55692945
1550,11300,16115,69113,DebtCon,ProfExe,22,0,2,403.5149997,0,12,22.16824452
1551,11300,77846,101984,HomeImp,ProfExe,5,0,0,112.3848455,1,27,28.29873364
1552,11300,114392,214523,HomeImp,ProfExe,2,0,0,132.0976599,1,15,26.25183034
1553,11300,62568,79009,HomeImp,Office,4,0,3,295.3346697,0,19,28.60025223
1554,11300,,,HomeImp,Other,,,,,,,
1555,11300,78902,100332,DebtCon,ProfExe,4,0,0,116.9987995,0,26,34.68307147
1556,11300,,73121,,,,,,,,,22.57724619
1557,11300,74783,100909,HomeImp,ProfExe,5,0,0,85.66483372,0,34,35.94785471
1558,11400,,29374,HomeImp,Office,20,0,0,207.9302558,1,15,38.95512474
1559,11400,,38246,HomeImp,Other,,,0,88.88697534,0,10,37.65838877
1560,11400,75705,90727,DebtCon,Mgr,5,0,0,143.1010326,2,27,42.16992673
1561,11400,66491,89553,DebtCon,,4,0,0,212.7832827,0,16,31.12013265
1562,11400,55965,78051,DebtCon,Office,6,0,0,96.29202022,2,14,27.17323223
1563,11400,59813,72873,DebtCon,ProfExe,13,0,0,234.3302405,4,31,39.35147085
1564,11400,125486,195284,HomeImp,Office,0,0,0,354.2902872,0,15,38.14306879
1565,11400,43530,56600,HomeImp,Other,21,0,0,114.982979,0,23,39.4816629
1566,11400,56789,74016,HomeImp,Other,7,0,0,127.6254746,0,16,33.02714356
1567,11400,51203,60716,DebtCon,Other,2,0,0,99.10408262,0,20,38.23531293
1568,11400,,44849,HomeImp,Mgr,6,,,163.2745947,,9,23.48111664
1569,11400,,27439,HomeImp,,27,0,0,208.1771125,0,5,23.83011058
1570,11400,28043,87684,HomeImp,ProfExe,20,1,1,229.1779592,0,10,25.48999451
1571,11400,84380,202186,HomeImp,Self,13,0,0,34.91437168,,7,18.84034872
1572,11400,112930,144830,DebtCon,ProfExe,2,0,0,271.2380373,1,46,33.25107931
1573,11400,84278,200480,HomeImp,Self,14,0,0,4.412770061,,8,19.11248507
1574,11400,64934,74875,DebtCon,Other,3,0,0,192.3144827,2,16,34.34375572
1575,11400,50166,61395,DebtCon,Other,1,0,0,188.8866824,1,12,26.95045128
1576,11400,52068,80643,HomeImp,Other,2,0,2,199.0877211,0,13,29.46213408
1577,11500,56720,82738,HomeImp,Other,17,0,0,200.4169543,0,16,34.01983769
1578,11500,104790,122169,,Office,16,1,0,266.1210566,0,16,34.08217846
1579,11500,53651,87547,HomeImp,Other,18,0,0,191.3968875,0,16,34.36865089
1580,11500,116430,215014,HomeImp,ProfExe,3,0,0,132.0936343,0,14,26.86456847
1581,11500,43945,63337,DebtCon,Mgr,2,0,1,193.7424854,0,21,27.62349396
1582,11500,53151,71645,HomeImp,Other,7,0,0,135.800476,0,16,35.85161441
1583,11500,70409,89099,DebtCon,ProfExe,9,0,0,169.401652,0,11,40.17443006
1584,11500,61264,75647,DebtCon,Office,11,0,0,262.8901879,3,36,39.5478827
1585,11500,44097,58336,DebtCon,Office,0,0,0,173.3183208,0,20,38.19162603
1586,11500,77143,86862,DebtCon,ProfExe,8,0,1,164.5964029,1,12,39.44969272
1587,11500,21096,38952,DebtCon,Office,13,0,0,129.7,0,5,
1588,11500,47597.57,75937.5,DebtCon,Other,13.5,0,0,89.4,0,7,
1589,11500,67000,83000,DebtCon,ProfExe,4,,,,,,
1590,11500,62000,83000,DebtCon,,0,5,1,177.5666667,2,34,
1591,11500,64371,73636,DebtCon,ProfExe,2,0,0,162.1162539,1,35,39.79119896
1592,11500,63136,81099,DebtCon,Other,3,,,149.0647448,,35,28.97594012
1593,11500,29281,37717,HomeImp,Mgr,15,0,0,61.91544466,0,9,30.70242855
1594,11500,104610,118861,DebtCon,Other,18,0,1,203.7002024,1,16,37.59695145
1595,11500,,64037,HomeImp,Other,,0,0,354.1745808,0,7,34.35573924
1596,11500,59781,69864,DebtCon,Other,4,0,1,312.547396,0,9,31.18180135
1597,11500,22758,36922,DebtCon,Office,7,0,1,103.0481171,0,16,19.0201683
1598,11600,82326,94599,DebtCon,Other,0,4,0,,0,3,29.89362148
1599,11600,64143,78851,DebtCon,Office,6,0,3,201.369922,3,29,35.79580494
1600,11600,92613,108515,DebtCon,Other,11,0,0,206.8225881,3,16,39.11103947
1601,11600,44623,,HomeImp,ProfExe,13,6,2,178.0932217,0,29,21.33465191
1602,11600,57939,69774,DebtCon,Mgr,5,0,0,91.99164592,0,12,72.26409333
1603,11600,50433,107092,DebtCon,ProfExe,5,0,1,225.1816913,0,9,24.95259473
1604,11600,89205,128462,DebtCon,Office,10,0,0,128.1235975,0,21,37.52332471
1605,11600,22635,33353,DebtCon,Office,6,0,0,85.57207035,0,16,19.22387267
1606,11600,35865,50000,DebtCon,Other,,0,0,78.13333333,0,15,
1607,11600,57200,72500,DebtCon,Other,5,0,0,34.46666667,4,15,
1608,11600,45917,60000,DebtCon,Other,10,0,1,304.3666667,3,27,
1609,11600,96882,118914,DebtCon,ProfExe,13,0,0,176.2219109,2,17,34.7577402
1610,11600,28654,47042,DebtCon,Other,10,,0,158.0847883,7,29,38.47750484
1611,11600,36357,56514,,Other,31,0,0,237.8189664,0,19,20.1815824
1612,11600,33379,51821,,Other,31,0,0,247.1205918,0,19,23.66108403
1613,11600,64510,71105,DebtCon,ProfExe,5,0,0,150.263332,1,34,43.23918712
1614,11600,57436,72460,,Other,11,0,0,255.1260302,0,27,28.94553179
1615,11600,129432,198705,HomeImp,Office,0,0,0,341.0473292,0,16,39.96325851
1616,11600,73079,101219,HomeImp,ProfExe,7,0,0,152.249875,0,33,34.24962074
1617,11600,,36474,HomeImp,Other,,,1,93.72713803,0,10,37.20295356
1618,11700,42151,58947,HomeImp,Other,22,0,0,122.0303618,0,23,40.08314453
1619,11700,,67940,HomeImp,Mgr,3,3,4,204.0255932,1,38,
1620,11700,78789,91342,DebtCon,Mgr,5,0,0,128.3606743,2,27,41.9526818
1621,11700,47072,85090,HomeImp,Other,18,0,0,192.2531823,0,16,35.06486468
1622,11700,95411,117927,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
1623,11700,54085,68239,HomeImp,Other,2,1,2,8.055265077,3,15,32.01265858
1624,11700,51600,72399,HomeImp,Other,15,0,1,125.36337,4,20,
1625,11700,52650,63646,DebtCon,Other,0,1,0,194.7609999,1,13,27.61084406
1626,11700,59932,80313,HomeImp,Office,14,0,0,238.4864616,0,32,44.4749177
1627,11700,40266,59097,DebtCon,Other,,0,0,74.9980986,0,15,39.49702872
1628,11700,,69125,,,,,,,,,23.76683213
1629,11700,84863,91737,DebtCon,Other,0,4,0,,0,4,30.33081149
1630,11700,63724,82252,DebtCon,Office,13,0,0,233.2488794,3,37,40.07527584
1631,11700,59506,85000,DebtCon,Other,3,0,0,37.56666667,2,4,
1632,11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,
1633,11700,62400,78000,DebtCon,Office,20,0,0,216.0666667,2,24,
1634,11700,63914,93707,DebtCon,Other,7,3,0,162.579837,2,51,69.48065039
1635,11700,37093,62116,DebtCon,Mgr,,,,,,,37.01094877
1636,11700,74783,86227,DebtCon,Mgr,7,0,0,116.7568005,0,23,28.01922708
1637,11700,64278,76055,,Other,12,0,0,245.2951629,0,26,28.43996584
1638,11700,15163,74500,DebtCon,ProfExe,19,0,2,378.8258185,1,11,20.09078333
1639,11700,56441,86987,HomeImp,Other,17,0,0,198.0327176,0,16,33.93116342
1640,11700,78157,103016,DebtCon,Mgr,1,0,0,69.80569767,2,24,38.44838712
1641,11700,55119,67931,DebtCon,Mgr,4,0,0,199.4106992,2,16,27.61633851
1642,11700,56990,83334,HomeImp,Other,4,0,2,177.4326989,0,13,30.9986945
1643,11700,101520,110617,DebtCon,Other,18,0,2,198.5433481,1,16,38.72125945
1644,11700,96532,107600,DebtCon,Other,12,0,0,214.8698168,2,15,40.28741144
1645,11700,68059,86216,DebtCon,Other,3,,,175.6585679,,35,30.25396992
1646,11800,74512,93328,HomeImp,Office,4,5,0,117.91882,,16,58.29598994
1647,11800,118053,125325,DebtCon,Self,5,0,0,181.1720651,0,18,33.20039733
1648,11800,52104,61618,DebtCon,Office,0,0,0,160.7499314,0,21,37.12951204
1649,11800,79131,102263,HomeImp,ProfExe,5,0,0,105.2538926,0,34,36.07097887
1650,11800,67678,108092,HomeImp,ProfExe,13,0,7,126.6582316,0,36,37.16268969
1651,11800,,65769,HomeImp,Other,,0,0,357.3326822,0,7,34.32727654
1652,11800,21813,30436,DebtCon,Office,5,0,1,104.0116359,0,16,19.40846123
1653,11800,44944,57132,DebtCon,Other,,0,0,74.15604508,0,14,42.81224294
1654,11800,57760,65535,DebtCon,Mgr,11,0,0,108.4694005,1,18,32.78348357
1655,11800,65062,78004,HomeImp,Office,12,0,0,251.1441957,0,31,43.37237282
1656,11800,67336,82218,DebtCon,Office,12,0,0,255.3135348,3,36,40.87842824
1657,11800,86785,125552,DebtCon,Office,11,0,0,148.1764924,1,22,37.88444933
1658,11800,116742,137385,DebtCon,ProfExe,15,,1,170.5400351,1,33,30.78500359
1659,11800,38825,51984,DebtCon,Other,,0,0,82.52779435,0,14,40.88273326
1660,11800,32257,59515,DebtCon,Office,23,0,0,231.5999445,0,29,25.70127642
1661,11800,,51246,HomeImp,Other,11,0,0,305.5667157,2,13,32.50005907
1662,11800,65012,91614,HomeImp,Office,26,0,0,171.8895469,2,13,42.48851705
1663,11800,53596,69786,DebtCon,Mgr,5,,,126.7877807,,24,41.04775488
1664,11800,98877,110250,DebtCon,Other,18,0,2,195.8629168,1,16,36.87169942
1665,11800,112146,140781,DebtCon,ProfExe,14,,0,170.7005075,0,32,29.9424924
1666,11900,44600,63800,DebtCon,Other,9,0,0,243.5,0,18,
1667,11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,
1668,11900,44142,54299,HomeImp,Other,22,0,0,123.4711472,0,22,37.1549023
1669,11900,56443,86913,DebtCon,Office,12,0,0,119.8594097,0,24,38.86165697
1670,11900,85486,109386,HomeImp,ProfExe,11,0,1,175.5425655,0,28,33.67090818
1671,11900,108763,128780,DebtCon,Office,8,0,0,60.3779329,3,21,49.41811438
1672,11900,56792,64130,DebtCon,Mgr,13,0,0,118.6125902,1,18,32.6657463
1673,11900,,39433,HomeImp,Other,,,1,81.39482961,0,9,35.50366426
1674,11900,71000,87000,DebtCon,Mgr,20,0,0,238.4666667,11,24,
1675,11900,85179,122788,HomeImp,Other,10,,,,,,39.43073063
1676,11900,41009,68211,DebtCon,Office,23,0,0,234.9296174,0,28,28.3910393
1677,11900,28329,80963,HomeImp,ProfExe,21,0,0,239.4571177,0,10,24.53499719
1678,11900,117550,144178,DebtCon,ProfExe,15,,1,170.9458328,1,32,29.09998121
1679,11900,58104,77870,HomeImp,Other,7,0,0,69.43333333,1,19,
1680,11900,52814,72000,DebtCon,Other,12,0,0,123.6,0,20,
1681,11900,34222,59948,DebtCon,Office,24,0,0,228.0753508,1,29,25.72883738
1682,11900,26601,52544,HomeImp,Other,0,0,0,240.6943608,0,11,40.77567715
1683,11900,81849,105403,HomeImp,ProfExe,5,0,1,82.63950538,1,34,36.50598321
1684,11900,29822,48574,DebtCon,Office,13,0,0,132.4016914,0,4,36.61115697
1685,11900,201264,227295,HomeImp,ProfExe,10,0,0,239.7433663,0,22,33.77633696
1686,11900,97506,110902,DebtCon,Other,17,0,1,196.568128,2,15,37.99899138
1687,11900,89595,107895,HomeImp,Mgr,9,0,0,250.4682419,0,24,30.30538811
1688,11900,63833,,DebtCon,Other,3,,,,,,40.93276678
1689,11900,78959,104371,DebtCon,Mgr,1,0,0,79.08139722,1,23,40.02421108
1690,11900,83877,208924,HomeImp,Self,15,0,0,12.75204694,,7,18.24972192
1691,11900,114329,143915,DebtCon,ProfExe,15,,1,185.5726683,0,32,28.97773866
1692,11900,81318,105454,HomeImp,ProfExe,6,0,0,92.13682104,1,33,37.52575103
1693,11900,61094,74842,,Other,12,0,0,250.1998344,0,26,29.73487407
1694,12000,84172,123415,DebtCon,Office,9,0,0,139.0184494,1,21,38.58266988
1695,12000,83560,126479,HomeImp,Other,8,,,,,,38.92831569
1696,12000,63019,74204,DebtCon,Office,6,0,0,98.59173833,2,14,24.49043836
1697,12000,41182,59947,HomeImp,Other,23,0,0,118.1799392,0,22,37.13106416
1698,12000,57371,69076,DebtCon,Mgr,10,1,0,83.25197204,1,19,29.63210826
1699,12000,76799,83864,DebtCon,Mgr,8,0,0,102.2042743,0,22,27.17193008
1700,12000,35028,55079,HomeImp,Other,23,0,1,108.6339686,0,23,40.79745755
1701,12000,30777,43157,DebtCon,Other,8,,0,151.699431,7,28,38.17774295
1702,12000,7804,65395,HomeImp,Other,8,2,0,347.1233258,0,21,16.81630749
1703,12000,38130,68707,DebtCon,Office,23,0,0,234.8879805,1,29,26.3012369
1704,12000,15756,53079,HomeImp,Office,23,0,0,259.5550444,0,20,29.39747822
1705,12000,50581,70171,HomeImp,Other,,0,2,206.3192338,1,12,29.84313667
1706,12000,69796,93757,DebtCon,Office,16,0,1,91.43267591,0,8,24.45938368
1707,12000,102109,121229,DebtCon,,2,0,0,104.4825912,0,25,34.76728889
1708,12000,79844,98139,HomeImp,ProfExe,8,0,0,156.9547583,0,34,31.70012432
1709,12000,76345,89036,HomeImp,Other,8,0,0,91.97034976,1,19,50.17306503
1710,12000,35721,52938,HomeImp,Other,23,0,1,125.928071,0,22,38.62702499
1711,12000,72786,84595,DebtCon,Office,4,2,2,198.7693251,3,30,38.09020903
1712,12000,42000,60000,DebtCon,Other,4,1,2,145.5333333,0,23,
1713,12000,69000,92900,HomeImp,ProfExe,2,0,0,115.9,0,15,
1714,12000,74427,96270,DebtCon,Other,18,0,1,169.7333333,2,40,
1715,12000,,,HomeImp,Other,3,0,2,213.6666667,1,15,
1716,12000,43000,64000,DebtCon,Other,1,0,0,262.9666667,0,21,
1717,12000,96000,135000,HomeImp,ProfExe,14,0,0,126.8,5,22,
1718,12000,46000,60200,DebtCon,Other,4,0,0,176.5,0,14,
1719,12000,87000,101200,DebtCon,Sales,13,,2,151.1333333,1,18,
1720,12000,98000,123385,HomeImp,ProfExe,10,0,0,170.4333333,3,32,
1721,12000,76187,93100,DebtCon,Other,0.5,0,0,144.0666667,0,23,
1722,12000,73000,94900,DebtCon,ProfExe,9,3,0,189.7,1,30,
1723,12000,150000,175065,DebtCon,ProfExe,7,,1,206.6666667,4,26,
1724,12000,29600,61250,DebtCon,ProfExe,7.5,0,0,264.8,1,16,
1725,12000,,63000,,,0,0,0,,0,0,
1726,12000,94000,112125,HomeImp,Office,2,0,0,143.0333333,1,22,
1727,12000,72000,106000,DebtCon,Other,6,0,0,78.06666667,2,14,
1728,12000,42482,67800,DebtCon,ProfExe,19,0,0,199.9,0,16,
1729,12000,53800,80000,DebtCon,Other,0.3,0,0,124.7666667,4,11,
1730,12000,88000,118750,HomeImp,Mgr,3,0,3,153.5,0,26,
1731,12000,44000,59500,DebtCon,Other,3.7,0,0,172.5,0,14,
1732,12000,81000,105250,DebtCon,ProfExe,9,0,0,200.9,2,37,
1733,12000,36346,54000,DebtCon,Other,,0,0,114.6666667,2,19,
1734,12000,81000,99000,HomeImp,Other,20,0,0,136,4,24,
1735,12000,64000,80000,DebtCon,Other,2,0,0,239.5333333,3,26,
1736,12000,,87000,DebtCon,Other,13,,,,,,
1737,12000,85039,111100,DebtCon,ProfExe,0.2,1,2,144.0666667,1,34,
1738,12000,87000,113850,DebtCon,Office,11,0,0,216.1333333,0,12,
1739,12000,,,HomeImp,Other,19,0,8,195.8333333,0,13,
1740,12000,75373,102602,HomeImp,Other,6,2,0,99.36666667,0,21,
1741,12000,36000,51900,DebtCon,Other,0.1,0,0,247.5,1,10,
1742,12000,114390,132800,DebtCon,Mgr,10,0,0,95.73333333,0,25,
1743,12000,28298,72000,DebtCon,Other,8,,,105.5,2,22,
1744,12000,118000,139350,HomeImp,ProfExe,2,0,0,153.1666667,2,17,
1745,12000,87917,,,Other,12.9,0,1,71,0,12,
1746,12000,58730,80000,DebtCon,Office,10,,4,123.1,3,25,
1747,12000,59099,82000,DebtCon,Other,10,0,2,219.1333333,0,33,
1748,12000,15231,42845.01,DebtCon,Office,6.5,0,1,65.96666667,2,18,
1749,12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.1333333,1,16,
1750,12000,74265,91000,HomeImp,Other,7,1,0,137,0,3,
1751,12000,42000,58000,DebtCon,Other,5,0,1,113.6333333,1,18,
1752,12000,76674,97936,DebtCon,Mgr,5,0,0,147.9142027,2,27,41.22576316
1753,12000,54257,82764,,Other,14,1,1,188.3374218,2,31,38.94275964
1754,12000,36072,62960,DebtCon,ProfExe,8,0,0,288.5298732,0,16,22.42300246
1755,12000,97650,115931,DebtCon,ProfExe,11,0,0,199.828042,1,17,34.38794397
1756,12000,,67446,HomeImp,Other,,0,0,356.9333304,0,7,37.93444341
1757,12000,88210,114224,DebtCon,ProfExe,8,0,0,203.468979,1,36,41.57297152
1758,12000,84191,100654,HomeImp,ProfExe,0,0,0,79.67788538,1,20,33.77330326
1759,12000,63589,75959,HomeImp,Office,14,1,0,253.616928,1,31,43.15970058
1760,12000,,33879,DebtCon,Other,,1,0,121.3795359,0,4,39.69469137
1761,12000,48189,53969,DebtCon,Other,5,0,0,276.3817427,0,18,65.49524315
1762,12000,98428,114820,DebtCon,Other,16,0,1,188.1482082,2,15,36.73772129
1763,12100,56335,86648,HomeImp,Other,17,0,0,206.2470947,0,17,35.12787435
1764,12100,48622,83158,HomeImp,Other,4,0,2,191.5692916,0,12,29.20449956
1765,12100,58556,76724,HomeImp,Other,3,0,1,234.6585447,1,16,37.63925293
1766,12100,186062,227171,HomeImp,ProfExe,0,0,0,67.78084803,,4,26.990533
1767,12100,13218,82386,DebtCon,Other,7,0,0,262.3942543,0,14,18.43047238
1768,12100,96439,126328,HomeImp,Mgr,3,0,3,156.3191309,0,26,39.27931325
1769,12100,44484,64398,DebtCon,Other,3,0,0,263.0447041,0,20,28.80398255
1770,12100,29097,72647,DebtCon,Other,8,,,109.5148795,1,22,45.30476057
1771,12100,90917,102400,DebtCon,Sales,11,,2,159.874518,0,17,33.4537285
1772,12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369
1773,12100,68941,75029,HomeImp,Office,14,0,0,254.1896555,0,31,43.89784955
1774,12100,50150,65565,DebtCon,Other,4,0,0,166.2317086,0,13,26.64432479
1775,12100,50973,74183,DebtCon,Mgr,6,,,122.6918271,,24,41.12808531
1776,12100,22000,38750,DebtCon,Other,0.8,0,0,167.4,1,17,
1777,12100,12000,33938,DebtCon,Mgr,9,0,0,118.7666667,0,11,
1778,12100,31400,48000,DebtCon,Other,6,1,0,107.5333333,2,16,
1779,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,
1780,12100,67927,94126,DebtCon,Other,2,0,0,35.53887812,2,3,38.84759708
1781,12100,,72731,,,0,0,0,,0,0,0.720295007
1782,12100,74594,90555,DebtCon,Mgr,4,0,0,123.7766246,2,27,41.63484731
1783,12100,83557,98881,HomeImp,ProfExe,6,0,0,102.2257045,1,26,25.78278709
1784,12100,61868,66874,HomeImp,Other,30,0,3,170.4386392,0,23,37.915021
1785,12100,46152,72773,DebtCon,Other,0,0,0,270.4899801,0,20,29.49511599
1786,12100,97185,113004,DebtCon,Other,13,0,0,202.6225313,2,15,37.71664611
1787,12100,105104,144712,HomeImp,ProfExe,13,0,0,129.5188081,5,22,37.41377466
1788,12100,71060,79744,DebtCon,Other,3,,,179.8663489,,35,29.89415099
1789,12100,85121,113744,DebtCon,ProfExe,0,0,2,139.4853397,0,34,33.94343772
1790,12100,28193,34705,DebtCon,Other,0,,,,,,37.6180269
1791,12100,18728,34443,DebtCon,Mgr,9,0,0,117.6482829,0,10,21.58983638
1792,12100,55147,72553,DebtCon,Other,0,0,0,229.4061754,0,10,35.86772963
1793,12100,48149,74539,DebtCon,ProfExe,17,0,0,200.0325616,0,15,23.13097189
1794,12200,61929,83102,HomeImp,Office,14,0,0,238.5249274,1,32,44.44967097
1795,12200,110088,137794,DebtCon,ProfExe,3,0,0,251.1518919,1,46,33.51711722
1796,12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393
1797,12200,67474,88473,DebtCon,Other,2,0,0,234.7759967,3,26,29.09729879
1798,12200,136866,162906,HomeImp,ProfExe,4,0,0,427.9235915,0,43,30.1821229
1799,12200,80336,102618,HomeImp,ProfExe,2,0,0,79.73026062,2,19,34.40548234
1800,12200,97000,109800,HomeImp,ProfExe,5,0,0,152.1333333,3,33,
1801,12200,91000,114053,DebtCon,Other,11,0,0,173.5,0,27,
1802,12200,206613,232176,HomeImp,ProfExe,10,0,1,237.3157697,0,22,30.68943921
