ID,BAD_LOAN,AMOUNT_REQUESTED,EXIST_MORTG_DEBT,EXIST_PROPERTY_VALUE,LOAN_REASON,JOB,EMPLOYED_YEARS,DEROG_REPORTS,DELINQ_CR_LINES,CR_LINES_AGE(MTS),NO_OF_RECENT_CR_LINES,NO_OF_CR_LINES,DEBT_TO_INCOME
898,0,8900,399550.0,42309.0,HomeImp,Other,9999.0,10.0,1.0,56.93709635,0.0,10.0,37.35952991
899,0,8900,399550.0,49147.0,HomeImp,Other,9999.0,10.0,15.0,110.5095805,17.0,8.0,37.10814206
900,1,8900,72581.0,90585.0,DebtCon,Office,18.0,1.0,1.0,207.9666667,0.0,30.0,203.3121487
902,0,9000,50513.0,61190.0,DebtCon,Other,5.0,0.0,0.0,75.38855124,1.0,11.0,30.49800512
903,0,9000,75453.0,100646.0,DebtCon,ProfExe,3.0,0.0,0.0,126.309835,0.0,26.0,33.75846632
904,0,9000,50170.0,64309.0,DebtCon,Mgr,7.0,10.0,3.0,120.4312261,2.0,11.0,39.97548983
905,0,9000,81248.0,92503.0,DebtCon,Other,0.0,0.0,0.0,121.1996495,2.0,10.0,37.39023989
906,1,9000,90969.0,108606.0,HomeImp,Mgr,5.0,5.0,2.0,113.2575091,5.0,28.0,27.34759661
908,0,9000,56162.0,75526.0,HomeImp,Other,6.0,0.0,0.0,127.7869696,0.0,15.0,35.73405682
909,0,9000,51091.0,68264.0,DebtCon,Other,22.0,0.0,0.0,277.7556619,2.0,29.0,39.38731755
910,0,9000,93521.0,126024.0,HomeImp,Other,9.0,10.0,15.0,411.7530813,1.0,49.0,41.66428104
912,0,9000,8221.0,38290.0,DebtCon,Other,4.0,0.0,0.0,266.3837994,0.0,12.0,23.70306719
913,0,9000,56930.0,67557.0,DebtCon,Other,0.0,0.0,1.0,118.69951609999998,2.0,18.0,36.68688204
914,1,9000,52257.0,58275.0,DebtCon,Sales,5.0,0.0,0.0,80.25180099,0.0,21.0,34.14472595
915,0,9000,41153.0,51841.0,DebtCon,Office,10.0,0.0,0.0,210.2826895,0.0,23.0,32.42429306
918,0,9000,76964.0,90500.0,DebtCon,Other,3.0,0.0,0.0,101.4,2.0,32.0,203.3121487
919,0,9000,64917.0,102270.0,DebtCon,Other,10.0,0.0,0.0,213.0333333,0.0,21.0,203.3121487
920,0,9000,399550.0,63684.0,HomeImp,Other,9999.0,0.0,0.0,358.0666667,0.0,7.0,203.3121487
921,0,9000,47350.86,105000.0,DebtCon,ProfExe,6.0,0.0,1.0,227.2666667,0.0,10.0,203.3121487
922,0,9000,50400.0,65000.0,DebtCon,Mgr,6.0,10.0,15.0,117.6,17.0,24.0,203.3121487
924,0,9000,82700.0,121000.0,DebtCon,Office,9.0,0.0,0.0,131.9,1.0,22.0,203.3121487
925,0,9000,29000.0,51740.0,Other,Other,31.0,0.0,0.0,243.2,0.0,19.0,203.3121487
926,1,9000,43881.0,56000.0,DebtCon,Other,5.0,0.0,3.0,73.03333333,3.0,28.0,203.3121487
927,1,9000,31896.0,46195.0,HomeImp,Other,25.0,0.0,2.0,122.3891553,3.0,16.0,36.68165215
928,0,9000,56226.0,67466.0,HomeImp,Other,7.0,0.0,0.0,126.7450871,0.0,16.0,33.98784698
930,0,9000,131108.0,199295.0,DebtCon,ProfExe,1.0,0.0,0.0,61.0009855,1.0,22.0,35.93061089
931,0,9000,55367.0,79819.0,DebtCon,Office,5.0,0.0,0.0,101.281185,1.0,15.0,27.189212899999994
932,0,9000,50866.0,73064.0,DebtCon,Mgr,5.0,10.0,15.0,118.570005,17.0,23.0,40.1860615
933,0,9000,12340.0,36133.0,Other,Other,9999.0,10.0,15.0,1168.233561,17.0,71.0,31.70381472
934,0,9000,53177.0,56782.0,HomeImp,Other,9.0,0.0,0.0,106.500537,3.0,33.0,40.0841755
936,0,9100,80719.0,86782.0,HomeImp,Other,23.0,0.0,0.0,333.0115898,1.0,47.0,30.39545792
937,0,9100,50606.0,58822.0,DebtCon,Other,11.0,0.0,0.0,89.64483342,0.0,22.0,36.30240922
938,1,9100,17218.0,36721.0,DebtCon,Other,8.0,0.0,1.0,115.7520933,3.0,5.0,37.47941029
939,0,9100,43249.0,52946.0,HomeImp,Mgr,20.0,1.0,1.0,228.3963399,1.0,18.0,35.18184074
940,0,9100,48797.0,67761.0,DebtCon,Mgr,7.0,10.0,3.0,116.9791548,3.0,11.0,37.79737881
941,1,9100,399550.0,11550.0,HomeImp,Other,9999.0,0.0,0.0,51.93333333,1.0,3.0,203.3121487
942,1,9100,78369.0,92000.0,DebtCon,Sales,0.2,0.0,0.0,180.8333333,3.0,35.0,203.3121487
943,1,9100,28550.0,40300.0,HomeImp,Other,5.0,0.0,0.0,109.5356355,7.0,33.0,23.08290534
944,0,9100,24721.0,34462.0,DebtCon,Other,1.0,0.0,0.0,28.10052036,9.0,7.0,27.52068217
945,0,9100,62976.0,77829.0,HomeImp,Mgr,0.0,0.0,2.0,131.193496,0.0,23.0,26.09041891
946,0,9100,46406.0,56134.0,HomeImp,Other,9.0,0.0,0.0,93.85346069,3.0,34.0,39.46633033
947,0,9100,399550.0,74450.0,Other,Other,9999.0,10.0,15.0,1168.233561,17.0,71.0,23.94251651
948,0,9100,53764.0,56429.0,HomeImp,Other,9.0,0.0,0.0,92.07897878,3.0,33.0,40.58208394
949,0,9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.11150428,0.0,23.0,28.1670747
951,0,9100,47756.0,84022.0,HomeImp,Other,18.0,0.0,0.0,206.797361,1.0,17.0,32.39114639
952,0,9200,71994.0,95525.0,DebtCon,Other,16.0,10.0,15.0,126.8164392,3.0,16.0,25.62193049
954,0,9200,55643.0,75267.0,HomeImp,Other,2.0,0.0,1.0,224.882232,2.0,15.0,35.62935439
955,0,9200,19756.0,26140.0,DebtCon,Other,0.0,1.0,0.0,0.486711451,9.0,7.0,27.07525664
956,0,9200,46707.0,60000.0,DebtCon,Mgr,4.0,0.0,0.0,192.8,2.0,17.0,203.3121487
958,1,9200,70715.0,85000.0,DebtCon,Office,26.0,0.0,0.0,143.06666669999996,2.0,23.0,203.3121487
959,0,9200,72859.0,88183.0,DebtCon,Mgr,8.0,0.0,0.0,105.6552052,0.0,23.0,29.00720777
960,0,9200,52531.0,66491.0,DebtCon,Mgr,11.0,0.0,0.0,122.2285343,1.0,19.0,32.65762889
961,0,9200,57375.0,69040.0,DebtCon,Other,0.0,0.0,1.0,116.4187965,2.0,18.0,36.62562946
962,0,9200,48130.0,62358.0,DebtCon,Other,15.0,0.0,4.0,219.657131,0.0,36.0,27.61706343
963,0,9200,69657.0,89082.0,DebtCon,Other,3.0,0.0,0.0,217.3211547,0.0,16.0,28.74989037
964,0,9300,79724.0,105493.0,DebtCon,Mgr,2.0,0.0,0.0,63.43088731,2.0,23.0,39.38611808
965,0,9300,73252.0,100537.0,DebtCon,ProfExe,2.0,0.0,0.0,99.77452712,0.0,26.0,34.51463507
967,0,9300,75425.0,109040.0,DebtCon,Office,2.0,0.0,0.0,235.9462106,0.0,38.0,17.87525907
973,0,9300,59617.0,67709.0,HomeImp,Other,4.0,0.0,1.0,243.8307278,1.0,16.0,35.96828075
975,0,9300,58051.0,65334.0,DebtCon,Mgr,6.0,10.0,15.0,113.28185729999998,17.0,23.0,41.86003981
977,1,9300,84900.0,105798.0,DebtCon,ProfExe,2.0,0.0,0.0,41.80720460000001,1.0,3.0,26.9566979
978,1,9300,78000.0,97700.0,DebtCon,Mgr,12.0,0.0,2.0,88.5,4.0,29.0,203.3121487
979,1,9300,24000.0,37125.0,DebtCon,Office,3.5,1.0,1.0,148.0333333,2.0,19.0,203.3121487
981,0,9300,44026.0,70535.0,HomeImp,Office,12.0,3.0,1.0,245.9,2.0,29.0,203.3121487
983,0,9300,81986.0,94513.0,DebtCon,Other,2.0,3.0,0.0,1168.233561,0.0,4.0,31.89390379
984,0,9300,54088.0,66961.0,DebtCon,Other,22.0,0.0,0.0,278.1604735,3.0,28.0,40.82354171
985,1,9300,38115.0,60493.0,DebtCon,Other,14.0,0.0,0.0,91.93263226,0.0,18.0,29.63360847
986,0,9300,53772.0,71497.0,HomeImp,Mgr,2.0,0.0,2.0,136.0800299,0.0,23.0,29.68667084
987,0,9300,399550.0,44108.0,HomeImp,Other,9999.0,10.0,15.0,290.818074,17.0,12.0,29.74359996
988,0,9300,21979.0,39880.0,DebtCon,Other,3.0,10.0,15.0,1168.233561,17.0,71.0,38.84408934
989,0,9300,106449.0,120066.0,DebtCon,Other,18.0,0.0,1.0,189.9199182,1.0,15.0,37.08645509
991,0,9400,49484.0,59137.0,DebtCon,Other,10.0,0.0,0.0,102.2726766,0.0,22.0,37.26913108
992,0,9400,399550.0,50575.0,HomeImp,Other,9999.0,10.0,15.0,99.06951832,17.0,8.0,35.9078154
993,0,9400,57105.0,67061.0,HomeImp,Other,6.0,0.0,0.0,129.5084838,0.0,34.0,35.73459276
994,1,9400,52024.0,89107.0,HomeImp,Office,0.0,1.0,0.0,148.8447376,3.0,26.0,36.08003177
995,0,9400,85448.0,94101.0,DebtCon,Other,2.0,0.0,0.0,104.1133632,2.0,32.0,39.54184797
998,0,9400,76989.0,88788.0,HomeImp,Other,24.0,0.0,0.0,350.6390057,0.0,46.0,30.06137137
999,0,9400,57000.0,70000.0,DebtCon,Other,4.0,0.0,0.0,179.56666669999996,2.0,17.0,203.3121487
1001,0,9400,399550.0,30455.0,HomeImp,Office,18.0,0.0,0.0,194.614216,0.0,16.0,39.00006486
1002,0,9400,61185.0,65302.0,DebtCon,Other,1.0,0.0,2.0,117.1710044,2.0,18.0,35.61194388
1004,0,9400,122412.0,178547.0,DebtCon,Other,7.0,0.0,0.0,226.0888071,0.0,19.0,35.46338698
1005,0,9400,61213.0,70800.0,HomeImp,Other,5.0,0.0,0.0,75.86265973,3.0,20.0,39.40381239
1007,0,9400,81546.0,119128.0,HomeImp,Office,30.0,0.0,0.0,328.1781237,2.0,38.0,34.15031938
1008,0,9400,86539.0,95010.0,DebtCon,Other,0.0,4.0,0.0,1168.233561,0.0,3.0,29.81532359
1009,0,9400,71600.0,99682.0,DebtCon,Other,16.0,10.0,15.0,159.0363707,4.0,16.0,25.60722823
1010,0,9400,77715.0,101258.0,DebtCon,Mgr,2.0,0.0,0.0,65.87658672,1.0,23.0,38.10800099
1011,0,9400,52598.0,74747.0,DebtCon,Mgr,6.0,10.0,15.0,129.3438245,17.0,24.0,42.26546612
1012,0,9400,51505.0,84178.0,HomeImp,Other,19.0,0.0,0.0,202.6979629,0.0,16.0,35.53061343
1014,0,9400,53244.0,62245.0,DebtCon,Other,23.0,0.0,0.0,276.787744,3.0,28.0,37.82185151
1015,0,9400,77410.0,116693.0,DebtCon,Office,0.0,0.0,0.0,245.0836519,0.0,37.0,17.17690066
1017,0,9400,103973.0,119817.0,DebtCon,Other,18.0,0.0,2.0,182.6166394,2.0,16.0,37.33797719
1018,1,9500,50400.0,63000.0,DebtCon,Other,1.0,0.0,0.0,91.26666667,8.0,22.0,203.3121487
1021,0,9500,41541.0,57280.0,DebtCon,Other,6.0,0.0,0.0,69.22936935,1.0,10.0,29.16012708
1024,0,9500,131394.0,162449.0,HomeImp,ProfExe,10.0,0.0,0.0,222.0095049,0.0,18.0,19.55124299
1025,0,9500,55862.0,62965.0,DebtCon,Other,15.0,0.0,4.0,223.103914,0.0,36.0,26.14117805
1026,0,9500,70000.0,85000.0,DebtCon,ProfExe,9.0,0.0,1.0,175.56666669999996,1.0,12.0,203.3121487
1027,0,9500,35019.0,52710.0,DebtCon,Other,12.0,0.0,0.0,241.5817794,0.0,31.0,38.20866784
1028,0,9500,21900.0,35250.0,HomeImp,Mgr,16.0,0.0,0.0,59.86666667,1.0,10.0,203.3121487
1029,0,9500,59494.0,75930.0,HomeImp,Other,0.0,0.0,0.0,98.99850784,0.0,6.0,36.88843637
1030,0,9500,42699.0,57680.0,DebtCon,Other,10.0,0.0,0.0,114.4929085,1.0,26.0,25.07515295
1031,0,9500,43210.0,59692.0,HomeImp,Other,1.0,1.0,15.0,103.0894831,17.0,13.0,38.70498507
1032,0,9500,58185.0,64576.0,DebtCon,Mgr,6.0,10.0,4.0,127.8552645,1.0,11.0,38.29830913
1033,1,9500,54612.0,68759.0,HomeImp,Other,9.0,0.0,0.0,89.10283861,0.0,19.0,31.35390694
1034,0,9500,79479.0,88772.0,DebtCon,ProfExe,8.0,0.0,0.0,189.5890747,0.0,12.0,37.95298991
1035,1,9500,399550.0,40000.0,HomeImp,Other,10.0,0.0,0.0,36.5,1.0,1.0,203.3121487
1036,0,9600,62405.0,69459.0,DebtCon,Other,0.0,0.0,2.0,86.43183174,2.0,18.0,36.26033127
1037,0,9600,45158.0,55455.0,DebtCon,Other,15.0,0.0,0.0,82.71313688,0.0,12.0,30.931518
1038,0,9600,64758.0,63646.0,HomeImp,Other,5.0,0.0,0.0,120.6445586,0.0,34.0,35.98492935
1039,0,9600,53277.0,60843.0,DebtCon,Office,0.0,0.0,0.0,180.2840616,0.0,21.0,37.95078758
1040,0,9600,84333.0,201281.0,HomeImp,Self,14.0,0.0,0.0,13.21305726,17.0,7.0,17.82563094
1042,1,9600,42357.0,99756.0,HomeImp,Office,4.0,1.0,4.0,354.650225,0.0,30.0,36.52517293
1044,0,9600,73000.0,99600.0,HomeImp,ProfExe,4.5,0.0,1.0,93.33333333,1.0,34.0,203.3121487
1045,0,9600,53196.0,63942.0,DebtCon,Other,16.0,0.0,4.0,227.563684,0.0,36.0,24.01676994
1047,0,9600,46683.0,61773.0,DebtCon,Office,1.0,0.0,0.0,171.058449,1.0,20.0,38.00528931
1048,0,9600,399550.0,56900.0,Other,Other,9999.0,10.0,15.0,1168.233561,17.0,71.0,14.43523879
1049,1,9600,24680.0,43500.0,DebtCon,Other,18.0,0.0,3.0,114.6666667,0.0,19.0,203.3121487
1050,0,9600,50655.0,59502.0,DebtCon,Other,0.0,0.0,0.0,93.4328441,0.0,20.0,37.98235351
1051,0,9600,45240.0,60136.0,DebtCon,Other,2.0,0.0,1.0,83.06675091,0.0,19.0,38.45430002
1052,0,9600,77359.0,101365.0,HomeImp,Other,1.0,0.0,0.0,182.8035145,0.0,31.0,33.48191013
1053,0,9600,44553.0,48626.0,HomeImp,Mgr,20.0,0.0,1.0,226.4521595,0.0,18.0,35.55592289
1054,0,9700,75566.0,92066.0,DebtCon,Office,14.0,0.0,0.0,94.98792219,0.0,8.0,25.16118348
1056,0,9700,45907.0,57507.0,DebtCon,Other,6.0,0.0,0.0,81.22944864,0.0,11.0,29.03757422
1057,0,9700,53527.0,58605.0,DebtCon,Office,4.0,0.0,0.0,75.58454258,3.0,12.0,36.70953891
1059,0,9700,399550.0,64644.0,HomeImp,Other,9999.0,0.0,0.0,368.0709241,0.0,6.0,36.5731696
1060,0,9700,21883.0,67432.0,HomeImp,Office,24.0,0.0,0.0,308.9955757,1.0,12.0,41.41428065
1061,0,9700,84933.0,122520.0,DebtCon,Office,10.0,0.0,0.0,141.433076,1.0,23.0,36.79501396
1062,1,9700,55986.0,73000.0,DebtCon,Other,2.5,0.0,1.0,207.1666667,2.0,29.0,203.3121487
1063,0,9700,108000.0,210000.0,HomeImp,ProfExe,2.3,0.0,0.0,124.8333333,1.0,15.0,203.3121487
1064,0,9700,5801.0,58305.0,HomeImp,Other,8.0,2.0,1.0,352.9666667,1.0,22.0,203.3121487
1065,0,9700,59100.0,74986.0,HomeImp,Office,14.0,0.0,0.0,244.5333333,1.0,32.0,203.3121487
1066,1,9700,53000.0,56000.0,DebtCon,Office,2.0,0.0,0.0,75.03333333,5.0,18.0,203.3121487
1068,0,9700,39141.0,48905.0,DebtCon,Other,13.0,0.0,0.0,89.83593974,0.0,11.0,32.4314097
1069,0,9700,44652.0,63232.0,DebtCon,Other,9.0,0.0,0.0,102.1655136,0.0,22.0,37.03487587
1070,0,9700,59633.0,70398.0,HomeImp,Other,4.0,0.0,0.0,239.0382058,1.0,16.0,38.86724899
1071,0,9700,63488.0,74374.0,DebtCon,Office,5.0,0.0,0.0,106.5894523,2.0,15.0,26.89601277
1074,0,9700,399550.0,54385.0,HomeImp,Other,10.0,0.0,0.0,314.7328327,1.0,13.0,34.17040354
1076,1,9700,47000.0,82000.0,HomeImp,Other,9999.0,1.0,2.0,96.63333333,17.0,8.0,203.3121487
1077,0,9800,54564.0,62109.0,DebtCon,Mgr,10.0,0.0,0.0,124.021625,0.0,19.0,32.56568637
1078,0,9800,15021.0,31900.0,DebtCon,Other,6.0,0.0,0.0,276.7342017,0.0,11.0,22.29124919
1079,0,9800,136154.0,203815.0,DebtCon,ProfExe,1.0,0.0,0.0,70.85332764,2.0,23.0,35.8789883
1080,0,9800,79405.0,111563.0,DebtCon,Office,0.0,0.0,0.0,240.9429936,1.0,38.0,19.33281003
1081,0,9800,58936.0,78078.0,DebtCon,Other,19.0,0.0,0.0,152.1401257,0.0,11.0,32.18876052
1082,0,9800,74962.0,108730.0,HomeImp,ProfExe,4.0,0.0,1.0,76.39241605,1.0,33.0,37.32134756
1083,1,9800,36500.0,54000.0,HomeImp,Other,17.0,0.0,1.0,105.6666667,5.0,19.0,203.3121487
1084,0,9800,81199.0,206201.0,HomeImp,Self,12.0,0.0,0.0,2.820785578,17.0,7.0,21.28386768
1085,0,9800,49287.0,69831.0,DebtCon,Mgr,2.0,0.0,0.0,182.9948062,2.0,16.0,29.71346691
1086,0,9800,62826.0,65912.0,HomeImp,Other,6.0,0.0,0.0,132.7524896,0.0,34.0,37.58819954
1087,0,9800,49298.0,73426.0,HomeImp,Office,9.0,3.0,1.0,242.3890162,1.0,29.0,34.69036125
1088,0,9800,69919.0,100267.0,DebtCon,Other,16.0,10.0,15.0,130.8860074,3.0,15.0,26.83504341
1090,0,9800,54681.0,74097.0,DebtCon,Other,2.0,0.0,1.0,106.8888937,3.0,18.0,36.61866086
1091,0,9800,53643.0,113161.0,DebtCon,ProfExe,5.0,0.0,1.0,230.3032566,0.0,9.0,23.7736104
1092,0,9800,80267.0,209931.0,HomeImp,Self,14.0,0.0,0.0,0.50711453,17.0,8.0,19.9696287
1093,0,9800,78022.0,103466.0,DebtCon,Mgr,1.0,0.0,0.0,83.83533849,2.0,24.0,37.43461536
1094,0,9800,399550.0,45197.0,HomeImp,Other,9999.0,10.0,15.0,316.5253028,17.0,11.0,29.646666
1095,0,9800,52973.0,65481.0,HomeImp,Other,10.0,0.0,0.0,101.4726677,2.0,33.0,36.878297
1096,0,9800,55330.0,78154.0,HomeImp,Mgr,2.0,0.0,1.0,122.7055369,0.0,23.0,28.89610186
1097,0,9800,54861.0,71138.0,HomeImp,Other,4.0,0.0,0.0,258.33461800000003,2.0,16.0,36.03571287
1098,0,9800,56188.0,90143.0,HomeImp,Other,17.0,0.0,0.0,171.4136584,0.0,29.0,25.62165041
1099,0,9800,79767.0,93525.0,DebtCon,Other,0.0,4.0,0.0,1168.233561,0.0,4.0,31.29011899
1100,0,9800,63891.0,72980.0,DebtCon,ProfExe,7.0,0.0,0.0,32.41493353,2.0,24.0,39.37186986
1101,0,9800,47126.0,57365.0,DebtCon,Other,0.0,0.0,1.0,91.14121871,0.0,19.0,38.6576403
1102,0,9800,55539.0,73560.0,DebtCon,Office,4.0,0.0,0.0,85.90093624,1.0,14.0,26.33161906
1105,0,9900,35448.0,58056.0,DebtCon,Other,11.0,0.0,0.0,229.52284440000003,1.0,31.0,37.2974321
1106,0,9900,79379.0,205346.0,HomeImp,Self,14.0,0.0,0.0,20.21419487,17.0,7.0,19.79942792
1107,0,9900,72674.0,89909.0,DebtCon,Office,15.0,0.0,1.0,90.95789952,0.0,8.0,27.35463407
1108,1,9900,88236.0,104953.0,DebtCon,ProfExe,1.0,0.0,0.0,51.64870524,0.0,2.0,28.62263209
1109,0,9900,73804.0,97413.0,DebtCon,ProfExe,5.0,0.0,0.0,107.3330245,0.0,25.0,33.52487960000001
1110,0,9900,28432.0,36605.0,HomeImp,Office,0.0,0.0,0.0,111.5316253,1.0,29.0,37.58819565
1111,0,9900,52800.0,66000.0,HomeImp,Other,29.0,1.0,3.0,188.9333333,1.0,24.0,203.3121487
1112,0,9900,111000.0,134347.0,DebtCon,ProfExe,16.0,10.0,1.0,180.6333333,1.0,33.0,203.3121487
1113,1,9900,21400.0,36600.0,DebtCon,Self,2.0,0.0,0.0,154.2,2.0,26.0,203.3121487
1114,0,9900,8673.0,37244.0,DebtCon,Other,4.0,0.0,0.0,256.6805839,0.0,12.0,24.49628632
1115,0,9900,117003.0,219783.0,HomeImp,ProfExe,1.0,0.0,0.0,130.7663862,0.0,14.0,25.6226109
1116,1,9900,71371.0,84865.0,DebtCon,Mgr,0.0,2.0,0.0,94.80523575,0.0,12.0,38.2113051
1117,0,9900,55231.0,78708.0,DebtCon,Office,4.0,0.0,0.0,85.80147612,2.0,15.0,24.59499257
1120,0,9900,74009.0,108371.0,DebtCon,Office,1.0,0.0,0.0,246.09476490000003,0.0,36.0,17.25711715
1121,0,9900,82697.0,100689.0,DebtCon,ProfExe,3.0,0.0,0.0,133.3657906,0.0,26.0,33.59171631
1122,0,9900,47865.0,88105.0,HomeImp,Other,18.0,0.0,0.0,203.0239914,0.0,17.0,34.55330539
1123,0,9900,84920.0,201713.0,HomeImp,Self,13.0,0.0,0.0,3.04438414,17.0,8.0,21.05764132
1124,0,9900,54961.0,70609.0,DebtCon,Mgr,6.0,10.0,4.0,105.9346916,2.0,11.0,40.70254787
1125,0,9900,26427.0,87134.0,HomeImp,ProfExe,20.0,0.0,0.0,244.3652465,0.0,11.0,25.00396549
1127,0,9900,31244.0,44138.0,HomeImp,Mgr,14.0,0.0,0.0,60.6344698,1.0,9.0,31.68813428
1128,0,9900,55342.0,72357.0,DebtCon,Mgr,7.0,10.0,3.0,111.9988549,1.0,11.0,39.87034036
1129,1,9900,59206.0,75690.0,HomeImp,Office,6.0,0.0,2.0,288.3950585,1.0,19.0,30.77602786
1131,0,10000,63218.0,76500.0,DebtCon,Office,5.0,2.0,3.0,183.6666667,3.0,30.0,203.3121487
1132,1,10000,48300.0,74600.0,Other,Other,14.0,0.0,1.0,179.1,2.0,31.0,203.3121487
1133,1,10000,34350.0,54146.0,DebtCon,Other,3.0,0.0,0.0,144.4228889,0.0,18.0,31.539013399999995
1134,0,10000,75976.0,91000.0,DebtCon,Other,10.5,0.0,0.0,171.4666667,5.0,22.0,203.3121487
1136,0,10000,399550.0,56475.0,HomeImp,Other,9.0,2.0,0.0,309.2644975,2.0,12.0,34.48718804
1137,0,10000,84580.0,118924.0,HomeImp,Office,31.0,0.0,0.0,341.9449756,2.0,37.0,35.24889763
1138,0,10000,399550.0,49266.0,Other,Other,9999.0,10.0,15.0,1168.233561,17.0,71.0,15.59729023
1139,0,10000,59828.0,72489.0,DebtCon,Other,18.0,0.0,0.0,157.2436625,1.0,11.0,31.62682193
1140,1,10000,22000.0,41250.0,HomeImp,Mgr,5.0,0.0,0.0,97.96666667,0.0,21.0,203.3121487
1141,1,10000,86000.0,111000.0,DebtCon,Other,6.5,0.0,1.0,91.96666667,3.0,17.0,203.3121487
1142,1,10000,26197.0,46600.0,HomeImp,ProfExe,9.0,0.0,0.0,165.9666667,2.0,9.0,203.3121487
1143,1,10000,399550.0,25010.0,HomeImp,Self,5.0,0.0,3.0,326.1333333,4.0,17.0,203.3121487
1144,1,10000,20500.0,54600.0,HomeImp,Self,15.0,0.0,0.0,160.33333330000005,2.0,11.0,203.3121487
1145,1,10000,399550.0,855909.0,HomeImp,Other,9999.0,10.0,15.0,1168.233561,17.0,71.0,203.3121487
1148,1,10000,57238.0,101500.0,DebtCon,ProfExe,10.0,0.0,0.0,106.8333333,0.0,36.0,203.3121487
1149,1,10000,31253.0,65450.0,DebtCon,Other,21.0,0.0,0.0,172.0333333,0.0,16.0,203.3121487
1151,1,10000,53297.0,74925.0,HomeImp,Other,14.0,0.0,1.0,88.53333333,2.0,15.0,203.3121487
1152,0,10000,7718.0,77750.0,DebtCon,Other,8.0,0.0,0.0,261.8,0.0,14.0,203.3121487
1153,0,10000,63005.0,78500.0,DebtCon,Other,3.0,10.0,15.0,171.7666667,17.0,35.0,203.3121487
1154,0,10000,87579.0,105000.0,DebtCon,Other,13.0,0.0,0.0,209.9666667,3.0,16.0,203.3121487
1155,0,10000,399550.0,42497.0,HomeImp,Mgr,6.0,10.0,15.0,165.43333330000004,17.0,9.0,203.3121487
1156,0,10000,32000.0,59000.0,DebtCon,Office,24.0,0.0,1.0,232.3333333,1.0,29.0,203.3121487
1157,0,10000,31000.0,58240.0,DebtCon,Mgr,9999.0,10.0,15.0,1168.233561,17.0,71.0,203.3121487
1158,0,10000,71000.0,97875.0,HomeImp,ProfExe,8.0,0.0,0.0,165.7148936,0.0,34.0,203.3121487
1159,0,10000,66000.0,89145.0,DebtCon,Office,9.0,0.0,0.0,215.0333333,3.0,29.0,203.3121487
1160,0,10000,59764.0,77870.0,DebtCon,Sales,7.0,0.0,0.0,136.9,0.0,35.0,203.3121487
1161,0,10000,124000.0,192000.0,HomeImp,Office,0.0,0.0,1.0,346.9666667,0.0,16.0,203.3121487
1162,0,10000,80000.0,107900.0,HomeImp,ProfExe,12.0,0.0,2.0,176.5333333,0.0,28.0,203.3121487
1163,0,10000,34767.0,51000.0,HomeImp,Other,23.0,0.0,1.0,121.73333329999998,0.0,23.0,203.3121487
1164,0,10000,399550.0,23400.0,HomeImp,Other,28.0,0.0,0.0,206.9666667,1.0,5.0,203.3121487
1165,0,10000,57068.0,72000.0,Other,Other,12.0,0.0,0.0,257.7,0.0,27.0,203.3121487
1166,0,10000,22068.0,49600.0,HomeImp,Other,0.9,0.0,0.0,247.5666667,0.0,11.0,203.3121487
1167,0,10000,131589.0,156000.0,HomeImp,ProfExe,5.0,0.0,1.0,419.0333333,1.0,43.0,203.3121487
1168,0,10000,147234.0,175300.0,HomeImp,Office,6.0,0.0,0.0,192.7666667,1.0,56.0,203.3121487
1169,0,10000,48041.0,76050.0,HomeImp,Other,3.0,0.0,2.0,185.7,0.0,13.0,203.3121487
1170,0,10000,78000.0,97400.0,HomeImp,ProfExe,1.0,0.0,0.0,72.03333333,1.0,20.0,203.3121487
1171,0,10000,64320.0,102375.0,DebtCon,Office,10.0,0.0,0.0,148.16666669999995,1.0,13.0,203.3121487
1172,0,10000,96000.0,112200.0,Other,Office,16.0,1.0,0.0,258.7333333,0.0,16.0,203.3121487
1173,0,10000,88777.5,112014.0,DebtCon,ProfExe,13.0,0.0,0.0,182.6333333,2.0,18.0,203.3121487
1174,0,10000,10000.0,68250.0,DebtCon,ProfExe,20.0,0.0,2.0,398.8,1.0,12.0,203.3121487
1175,1,10000,42300.0,855909.0,DebtCon,Mgr,11.0,1.0,0.0,31.4,3.0,5.0,203.3121487
1176,1,10000,5200.0,53095.0,HomeImp,Other,5.0,3.0,3.0,234.3333333,3.0,17.0,203.3121487
1177,1,10000,19225.53,35500.0,HomeImp,Office,5.0,0.0,2.0,186.0,1.0,10.0,203.3121487
1178,1,10000,62000.0,80000.0,DebtCon,Other,5.0,10.0,1.0,97.4,4.0,30.0,203.3121487
1179,1,10000,41741.0,56000.0,DebtCon,Office,3.0,0.0,0.0,20.23333333,2.0,6.0,203.3121487
1180,1,10000,46946.0,65000.0,HomeImp,Office,7.2,0.0,1.0,80.1,1.0,12.0,203.3121487
1182,1,10000,59929.0,855909.0,DebtCon,Other,5.0,10.0,15.0,1168.233561,17.0,71.0,203.3121487
1183,1,10000,99600.0,125500.0,DebtCon,Office,8.0,0.0,0.0,80.1,3.0,21.0,203.3121487
1185,1,10000,49000.0,70000.0,HomeImp,Other,9999.0,0.0,3.0,190.7333333,1.0,12.0,203.3121487
